대화셋일련번호,고객질문(요청),상담사질문(요청),고객답변,상담사답변,정상여부
A32448,,,알겠습니다,,0
A32448,,,,보험약관대출 진행해드릴까요?,0
A32448,,,생각좀하고요,,0
A32449,사업자금 대출 관련 문의드리고 싶은데요,,,,0
A32449,,네 어떤 부분 문의주시겠어요?,,,0
A32449,,,사업자금 대출을 받고 싶은데 얼마 받을 수 있는지 궁금해요,,0
A32449,,사업자등록증이 있으십니까?,,,0
A32449,,,네 있어요,,0
A32449,,등록하신지는 얼마나 되셨나요?,,,0
A32449,,,2년 좀 안됬습니다.,,0
A32449,,사업자금대출은 처음이신가요?,,,0
A32449,,,없습니다.,,0
A32449,,,,사업자금 대출한도나 조건은 사업소득액과 신용등급에 따라 달라집니다,0
A32449,한번 검토 받아보시겠습니까?,,,,0
A32449,검토를 받으면 신용등급에 영향을 줄 수 있나요?,,,,0
A32449,,,,네 영향가지 않습니다,0
A32449,신용등급이 얼마 이상이어야 대출이 가능한가요?,,,,0
A32449,,,,사업자금대출의 경우에는 신용등급 3등급 이상이어야 가능합니다,0
A32449,,,흠.. 그렇군요,,0
A32449,,3등급 이하면 신청 자체가 안되는건가요?,,,0
A32449,,,,네 그렇습니다 ,0
A32449,,,네 감사합니다,,0
A32449,,,,네 상담 종료하겠습니다,0
A32450,대출 받을 수 있다고 문자가 왔는데 궁금해서 문의드려요,,,,0
A32450,,문자내용이 이해가 잘안되는데 이게 뭐죠?,,,0
A32450,어떤 내용의 문자를 받으셨나요?,,,,0
A32450,,,OO론 가입대상이라고 문자가 왔습니다,,0
A32450,,,,"무보증, 무담보 신용대출로 자동승인 대상 고객에게 발송된 문자입니다",0
A32450,신청하면 바로 대출이 가능한가요?,,,,0
A32450,,,,보통 한 달이 기한입니다,0
A32450,한달내에 받을 수 있는건가요?,,,,0
A32450,,,,네 그렇습니다,0
A32450,서류도 필요없나요?,,,,0
A32450,,,,신분증이랑 소득금액증명원만 있으면 됩니다,0
A32450,얼마 대출 가능한지 알 수 있나요?,,,,0
A32450,,,,영업점에 내방하셔서 상담하셔야 알 수 있습니다,0
A32450,이율은 알 수 있나요?,,,,0
A32450,,,,직접 가서 확인해보셔야 합니다,0
A32450,우대금리 받을 수 있나요?,,,,0
A32450,,,,네 있습니다,0
A32450,어떤 방법이 있나요?,,,,0
A32450,,,,급여이체 받으시면 우대금리 적용됩니다,0
A32450,,,그렇군요 감사합니다,,0
A32451,서민금융대출 문의드릴려고 전화했어요,,,,0
A32451,,새희망홀씨대출은 신용등급이 낮아도 가능하죠?,,,0
A32451,,,,세부요건이 은행별로 달라서 신청하면 무조건 되는건 아닙니다,0
A32451,신용이 낮은 계층한데 해주는 대출아닌가요?,,,,0
A32451,,,,금융취약계층을 위한 상품인건 맞습니다,0
A32451,신청해서 안될수도 있는건가요?,,,,0
A32451,,,,승인 거절도 될 수 있습니다,0
A32451,한도는 얼마 까지 인가요?,,,,0
A32451,,,,기간은 5년이고 최대 3천만원입니다,0
A32451,다른사에 카드론 대출이 있는데 괜찮나요?,,,,0
A32451,,얼마나 있으시죠?,,,0
A32451,,,5백만원 정도 있어요,,0
A32451,,,,새희망홀씨 대출에 포함되어 심사됩니다,0
A32451,그럼 그 부분은 제외하고 받나요?,,,,0
A32451,,,,네 5백만원이면 최대한도가 2500만원이 되십니다,0
A32451,,,그렇군요,,0
A32451,조회하면 다 나오나요?,,,,0
A32451,,,,정확한 한도 조회가 가능하십니다,0
A32451,,,네 안내 감사합니다,,0
A32451,,,,상담 종료하겠습니다,0
A32452,햇살론 관련 문의 드릴려고 전화했어요,,,,0
A32452,,네 어떤 부분이 궁금하신가요?,,,0
A32452,,,직장인 햇살론을 받고 싶은데요,,0
A32452,,연봉이 어떻게 되시나요?,,,0
A32452,,,약 3000만원 정도 입니다,,0
A32452,,,,"신용등급까지 같이 포함해서 심사해야 정확하게 알 수 있지만, 일단 연소득으로는 가능하십니다",0
A32452,최대한도가 얼마인가요?,,,,0
A32452,,,,정확하진 않지만 연봉기준 1500만원 정도 가능하십니다,0
A32452,최대얼마까지 기간이 가능해요?,,,,0
A32452,,,, 5년입니다.,0
A32452,금리가 높을까요?,,,,0
A32452,,,,금리는 올해기준 10.5% 내외입니다,0
A32452,,,우와 금리가 정말 높네요,,0
A32452,금리를 낮추진 못해요?,,,,0
A32452,,,,신용도에 따라서 금리가 정해지기 떄문에 정해진 금리는 아닙니다,0
A32452,그럼 지금 조회 해줄 수 있나요?,,,,0
A32452,,,,고객님 연락처로 본내드린 개인정보동의 문자에 확인해 주시면 추가로 진행하겠습니다.,0
A32452,,,네 했습니다,,0
A32452,,,,감사합니다 심사후에 결과를 문자로 전송해드리겠습니다,0
A32452,,,네,,0
A32453,소상공인 대출 받으려 하는데요?,,,,0
A32453,,네 소상공인 대출관련 무엇이 궁금하신가요?,,,0
A32453,한도가 얼마나 되나요?,,,,0
A32453,,,,5천만원 내외입니다,0
A32453,변동금리인가요?,,,,0
A32453,,,,변동과 고정금리 중에 선택하실 수 있습니다,0
A32453,법인이신가요 개인사업자 이신가요?,,,,0
A32453,,,개인사업자입니다,,0
A32453,상환기간은 얼마나 되나요?,,,,0
A32453,,,,신용보증서의 만기일 이내 입니다,0
A32453,연장도 가능한가요?,,,,0
A32453,,,,네 가능하십니다,0
A32453,연장 기간은 어떻게 되죠?,,,,0
A32453,,,,기간연장은 조건에 따라 상이하기 때문에 확정적으로 말씀드리기 어렵습니다,0
A32453,우대 금리도 받을 수 있나요?,,,,0
A32453,,,,네 가능하십니다,0
A32453,저희 은행과 기존 거래가 있으신가요?,,,,0
A32453,,,네 있습니다,,0
A32453,,,,거래 기여도와 년수에 따라 우대금리 적용 받으실 수 있습니다,0
A32453,,,안내 감사합니다,,0
A32454,담보대출로 문의드릴게 있는데요,,,,0
A32454,외화예금도 담보대출 신청 할 수 있나요?,,,,0
A32454,,,,네 외화예금도 담보대출이 가능하십니다,0
A32454,영업점에 방문해야하나요?,,,,0
A32454,,,,인터넷이나 모바일로 신청 가능합니다,0
A32454,그럼 스마트뱅킹으로 신청 가능한가요?,,,,0
A32454,,,,네 당행 모바일뱅킹 앱 다운받으셔서 진행 가능합니다,0
A32454,만기에 일시상환 방식이 있던데요?,,,,0
A32454,,,,"네 일시상환방식 가능하시고, 거치상환방식도 가능합니다",0
A32454,거치상환은 이자를 언제 내요?,,,,0
A32454,,,,매월 1회로 원금 대출하신 날짜에 납부하시면 됩니다,0
A32454,,,그렇군요,,0
A32454,,,,그럼 외화예금 담보대출 진행해드릴까요?,0
A32454,"몇가지 더 궁금한게 있는데, 자동이체신청 가능한가요?",,,,0
A32454,,,,네 가입시 자동이체 신청 됩니다,0
A32454,연체하게 되면 어떻게 되나요?,,,,0
A32454,,,,다른 금융거래에서 불이익을 받으실 수 있습니다,0
A32454,,,알겠습니다 담보대출 진행 부탁드릴게요,,0
A32454,,,,고객님 연락처로 보내드린 개인정보동의 문자에 확인해 주시면 추가로 진행하겠습니다.,0
A32454,,,알겠습니다,,0
A32455,대출 중도 상환하면 부과되는 수수료 건으로 문의드려요,,,,0
A32455,지금 대출기간이 좀 남았는데 일시에 상환하고 싶거든요,,,,0
A32455,,,,네 일단 몇가지 확인 후에 안내드리도록 하겠습니다,0
A32455,,대출 실행하신지 얼마나 되셨나요?,,,0
A32455,,,지금 1년 지났습니다,,0
A32455,,대출만기는 언제이신가요?,,,0
A32455,,,만기까지 9년 남았고요,,0
A32455,,,,1년 지나셨으면 수수료가 발생합니다,0
A32455,네 그건 아는데 얼마나 되는지가 궁금한데요?,,,,0
A32455,,,,대출금액에 따라 다른데 보통 1.5%정도 가산된다고 보시면 됩니다,0
A32455,,,그렇군요,,0
A32455,그럼 한번에 상환하게되면 제 신용등급에 미치는 영향은요?,,,,0
A32455,,,,"중도상환수수료만 발생할 뿐이지, 빠르게 상환하시기 떄문에 오히려 신용등급 향상이 기대될 수 있는 부분입니다",0
A32455,,,네 알겠습니다,,0
A32455,그럼 수수료가 얼마나 부과되는지 확인 가능할까요?,,,,0
A32455,개인정보확인 후 안내해 드릴 수 있는데 진행하시겠습니까?,,,,0
A32455,,,네 해주세요,,0
A32455,,,,지금 보내드린 문자의 숫자를 저에게 말씀해주세요,0
A32455,,,oooo입니다,,0
A32455,,,,"네, 그럼 검토후 바로 안내해 드리겠습니다. 감사합니다.",0
A32456,대출연체 때문에 문의드리고 싶어서 전화했어요,,,,0
A32456,자금상황이 안좋아서 당분간 이자 상환이 어려울 것 같은데 어떡하죠?,,,,0
A32456,,네 현재 연체 중이신 건가요?,,,0
A32456,,,맞아요,,0
A32456,,보유하신 대출 만기는 언제인가요?,,,0
A32456,,,4년 남았습니다,,0
A32456,,연체된지 얼마나 되셨어요?,,,0
A32456,,,지금 2달쨰입니다,,0
A32456,,,,일단 다른대출로 대환하는 방법도 있어요 고객님,0
A32456,또 대출을 받아란 소리에요?,,,,0
A32456,,,,추가대출을 받아라는 뜻은 아닙니다,0
A32456,그럼 뭐에요?,,,,0
A32456,,,,기존 대출의 기간을 늘려서 상환의 부담을 더는 방식입니다,0
A32456,기존 대출을 그걸로 바꾸는 건가요?,,,,0
A32456,,,,네 그렇습니다,0
A32456,그거는 만기가 몇 년이에요?,,,,0
A32456,,,,최장 20년 입니다,0
A32456,그 안에 다 갚기만 하면 되나요?,,,,0
A32456,,,,그렇습니다,0
A32456,,,네 알려주셔서 고맙습니다,,0
A32457,대출 신청하고 기다리고 있는데 문의드릴려고요,,,,0
A32457,대출승인이 아직까지 안나는지 결과를 왜 안알려 주시나요?,,,,0
A32457,,,,네 고객님 문의주신 부분 답변 드리기 위해서 몇가지 질문드리도록 하겠습니다,0
A32457,,신청은 언제 하셨나요?,,,0
A32457,,,지금 1주일 넘었어요,,0
A32457,혹시 대출 승인 안되었다는 안내를 받으셨나요?,,,,0
A32457,,,아뇨 그런 연락 못받았어요,,0
A32457,혹시 제 신용등급 문제 때문에 그런건 아닌가요?,,,,0
A32457,,,,고객님 성명과 생년월일을 알려주시면 심사진행이 어떻게 되는지 알아보겠습니다 ,0
A32457,,,제 이름은 OOO이고 생년월일은 OOOOOO입니다,,0
A32457,,,,"고객님, 현재 조회해보니 서류불충분으로 되어 있습니다. 전화를 드렸는데 아마 못 받으신 것 같습니다.",0
A32457,전화가 없었다니까요?,,,,0
A32457,그럼 제가 해야 할 것은 무엇인가요?,,,,0
A32457,,,,"고객님, 제가 담당자에게 전화드리도록 안내하겠습니다. ",0
A32457,전화를 못받을 수 있으니 문자로 주시겠어요?,,,,0
A32457,,,제가 전화를 못 받으면 담당자에게 문자를 남겨달라고 해주세요.,,0
A32457,,,,네 알겠습니다,0
A32457,,,급해서요. 빨리 부탁드립니다.,,0
A32457,,,,"네, 오늘중에 연락드리라고 하겠습니다.",0
A32457,,,네 부탁드립니다.,,0
A32458,제가 담보가 없는데 신용대출로 얼마나 받을 수 있는지 궁금해요,,,,0
A32458,,,,고객님의 조건을 확인하고 대출한도를 알려드리겠습니다.,0
A32458,어떤 조건이 들어가나요?,,,,0
A32458,,,,"고객님의 연소득과 부채, 신용 상황, 등에 따라 결정됩니다.",0
A32458,그럼 연봉이 높을수록 대출한도가 높게 잡히나요?,,,,0
A32458,,,,네 중요한 요인이라고 볼 수 있습니다,0
A32458,직전년도만 보나요?,,,,0
A32458,,,,네. 고객님의 직전년도의 상황에 따라 평균적인 수치로 심사하게 됩니다.,0
A32458,예상한도를 대략 알려주실 수 있나요?,,,,0
A32458,,,,가까운 영업점에 방문하여 상담 후 신청가능합니다.,0
A32458,대략 확인이라도 부탁드려요,,,,0
A32458,,성함과 직장명과 연봉에 대해 알려주시겠습니까?,,,0
A32458,,,"이름은 000, 회사는 000이고 연봉은 00만원입니다.",,0
A32458,,재직하신지 얼마나 되셨나요?,,,0
A32458,,,약 0년정도 되었습니다.,,0
A32458,,,,정확하진 않지만 일단 고객님의 대출 예상한도액은 000입니다. ,0
A32458,예상 금리도 알수 있을까요?,,,,0
A32458,,,,우대이율을 제외하고 0%정도로 예상됩니다.,0
A32458,,,,해당내용은 대략적으로 조회한 내용이며 실제 영업점 방문 상담시에 내용은 변경될 수 있습니다.,0
A32458,,,감사합니다.,,0
A32459,분양 아파트 중도금 대출하고 싶은데요?,,,,0
A32459,,,,안녕하세요. 분양 아파트 중도금 대출에 대해 안내드리겠습니다,0
A32459,대출이 얼마까지 가능할까요?,,,,0
A32459,,,,"지역에따라 다르고 아파트 시세에 따라 또 달라지기 떄문에, 대출액을 확정적으로 말씀드리긴 어렵습니다",0
A32459,,,지방 외곽지쪽인데요,,0
A32459,시세기준은 뭘 보고 아나요?,,,,0
A32459,,,,"네, OO은행부동산 시세와 한국감정원 감정가 중에서 높은 것으로 진행할 수 있습니다",0
A32459,,,그렇군요,,0
A32459,혹시 부동산 구매가격이 더 높으면 어떻게 되나요?,,,,0
A32459,,,시세가 오르는 추세라서 제가 구입하는 가격이 더 높아요.,,0
A32459,,,,그런 경우엔 아파트 구입가를 기준으로 대출한도를 정할 수 있어요,0
A32459,,,그렇군요..,,0
A32459,상담을 좀 더 받아보고 싶은데 어떻게 하면 될까요?,,,,0
A32459,,,,직접 방문해주시면 심도있게 상담 가능합니다,0
A32459,영업시간이 어떻게 되나요?,,,,0
A32459,,,,네 오전 9시부터 오후 5시까지 입니다,0
A32459,상담예약이 따로 필요한가요?,,,,0
A32459,,,,아뇨 그냥 오시면 됩니다,0
A32459,,,네 알겠습니다,,0
A32459,,,,감사합니다 상담 종료하겠습니다,0
A32460,코로나 19로 피해로 소상공인 대출 만기연장 해준다고 하던데 어떻게 신청하나요?,,,,0
A32460,,코로나로 매출이 줄었나요?,,,0
A32460,,,네 매출액이 절반가량 줄었습니다,,0
A32460,연매출이 1억원 이하이신가요?,,,,0
A32460,,,직전년도 매출은 1억이 넘었습니다,,0
A32460,,,,연매출 1억원 초과업체는 매출감소를 입증하는 자료를 제출하셔야 합니다,0
A32460,어떤 서류를 제출해야 하나요?,,,,0
A32460,,,,"POS자료, 매출액자료, 카드사자료, 전자세금계산서 등이 인정 받으실 수 있습니다",0
A32460,신청해서 승인되면 만기연장이 언제기점으로 되나요?,,,,0
A32460,,,,상환방식에 상관없이 신청일을 기점으로 최소 6개월이상 만기연장이 됩니다,0
A32460,어떻게 신청하면 되나요?,,,,0
A32460,,,,"영업점에 내방하시거나, 팩스나 온라인으로 신청서 접수 가능합니다",0
A32460,상환유예된 원리금은 어떻게 상환해야 하나요?,,,,0
A32460,,,,고객님 선택에 따라 일시 혹은 분할상환이 가능합니다,0
A32460,,,그렇군요,,0
A32460,전화로 신청하려고 하는데 어떻게 하면 되나요?,,,,0
A32460,,,,대출연장 신청은 OOOO번으로 전화하시면 됩니다.,0
A32460,,,"네, 감사합니다.",,0
A32460,,추가 문의사항이 있으신가요?,,,0
A32460,,,없습니다 감사합니다,,0
A32461,연금 담보로 대출 하려고 하는데요,,,,0
A32461,,안녕하세요. 고객님. 저희 은행 연금에 가입되어 있으신가요?,,,0
A32461,,,"네, 연금저축보험에 가입되어 있습니다.",,0
