	고객질문(요청)
8123	또 전화를 못 받으면요?
8129	인터넷으로 대출 신청하다가 궁금한게 있어서요.
8130	집전화번호 필수인가요?
8133	직업란에 해당되는 게 없으면 어떻해 하나요?
8135	불이익이 생기지는 않나요?
8137	심사서류는 스캔해서 내나요?
8141	저는 아파트 담보로 하려는 건데요.
8144	그럼 신청 다 된 것은 어떻게 아나요?
8146	그럼 그 다음에는요?
8149	아파트 구입자금 얼마까지 빌릴 수 있나요?
8151	대출이 얼마까지 되는지 어떻게 알 수 있나요?
8154	시세기준은 뭘 보고 아나요?
8155	OO은행부동산시세 기준인가요?
8157	혹시 부동산 구매가격이 더 높으면 어떻게 되나요?
8158	부동산 구매가격이 한국감정원 감정가 보다 높은 경우를 말씀하시나요?
8162	정확한 상담을 하려면 영업점에 방문해야 하나요?
8169	소상공인 대출 만기 연장 가능한가요?
8172	대출 원금상환 만기연장 될까요?
8176	지원내용이 어떻게 되나요?
8178	어떻게 신청해요?
8180	비대면 신청은 안되나요?
8183	전화번호가 무엇인가요?
8189	연금을 담보로 대출가능한가요?
8195	어떻게 하면 되나요?
8198	대출한도는 어떻게 되나요?
8201	대출신청하면 얼마나 걸리나요?
8203	즉시 입금된다는 건가요?
8205	상환은 어떻게 하나요?
8207	원금은 아무떄나 갚을 수 있나요?
8217	불이익이 있을까요?
8219	대출이자 지연에 대해 보통 어떻게 처리되나요?
8221	압류도 되나요?
8224	지연이자는 어떻게 내면 되나요?
8226	스마트폰으로도 되나요? 외부에 있어서요.
8229	마이너스 대출 연장하고 싶어요
8231	전화로 대출연장 되나요?
8237	왜 그런가요?
8240	그러면 어떻게 해야 하나요?
8242	그러면 마이너스를 신규로 해야 한다는 것인가요?
8245	마이너스 통장 신규를 인터넷으로는 못하나요?
8249	비상금 대출 신청 좀 도와주세요.
8253	비상금 대출은 누구나 200만원까지라고 되어 있는데 저도 가능한가요?
8255	200만원에 대한 이자를 매월 내나요?
8259	이자는 변동금리인가요?
8261	그럼 이자율은 모두 같나요?
8263	이자는 어느 계좌에서 빠져 나가나요?
8265	돈은 승인되면 바로 쓸 수 있나요?
8267	승인되었는지 어떻게 아나요?
8269	인터넷으로도 신용대출 신청할 수 있나요?
8271	어떻게 다른가요?
8273	그러면 그 이상이면 방문해야 하나요?
8275	심사서류가 뭐에요?
8282	직장인 마이너스 통장 개설은 인터넷으로 되나요?
8284	그러면 우선 개설하고 한도를 상향할수도 있나요?
8286	어떻게 하는 건데요?
8289	대출 우대금리를 받으려면 어떻게 해야 하나요?
8297	다른 방법은 또 없나요?
8302	그러면 자동이체 기간이 얼마나 지나야 우대금리가 적용되나요?
8305	우대금리는 몇프로인가요?
8309	대출이자를 미리 내고 싶은데요.
8318	방법을 알려주세요.
8323	이자 납부한 내역은 나중에 조회가능한가요?
8325	혹시 원금도 일부 조기상환 할 수 있나요?
8327	조기상환수수료는 얼마인가요?
8329	신용카드로 대출이 되나요?
8331	바로 받는 방법이 있나요?
8335	왜 그런가요?
8340	이자가 얼마인가요?
8342	어떻게 신청하면 되나요?
8344	챗봇으로는 안되나요?
8349	OO보험 융자콜센터 안내서비스 번호를 알고싶은데 안내해 주시겠아요?
8352	상담원이랑 바로 연결하려면 어떻게 하는지요
8354	서비스 이용시간은 어떻게 되나요?
8356	주말엔 연결이 안되나요?
8358	ARS로 바로 대출 조회 및 신청 가능할까요?
8360	비밀번호 등록한적없는데 왜그러는 걸까요?
8362	보안카드로도 가능해요?
8364	필요서류는요?
8366	방문이용시간은요?
8368	 보험 약관대출 받으려구요
8372	 얼마 대출 원하시나요?
8376	 지금 입금되나요?
8380	 중도상환수수료가 있나요?
8382	 중도 해지시에는요?
8386	 이자 할인은 안되요?
8390	언제까지 신청해야 하는게 있나요?
8392	그 기간안에 신청 못하면요?
8394	그럼 다음달부터 되는건가요?
8396	아이 이름으로 된 통장으로 처리하고 싶은데요?
8398	전에 발급받아 놓은 서류인데 괜찮을까요?
8402	자동이체를 변경하는 것도 처음 신청하는 거랑 방법이 같나요?
8403	희망이체일 4일전까지 신청요?
8408	보험을 잘 몰라서요 보험계약대출이 무엇인가요?
8410	보험약관대출이요?
8414	고객이 못 갚으면 어떡해요?
8416	 DSR이 뭔가요?
8418	어렵네요. 보험약관대출을 받을 땐 DSR을 적용하지 않는다고 하는데 맞나요?
8420	대출받은 사람은 신용도가 달라지나요?
8422	지금도 ‘약관대출’이라고 불리나요?
8424	대출 금리는 어떻게 결정 되나요?
8426	보험계약대출과 비슷한 대출서비스는 어떤 게 있어요? 
8428	금리확정형 상품이 뭐예요?
8430	금리가 변하면 어떡해요?
8432	그럼 연동형은 금리가 변하는 상품인가요?
8434	제가 아는  공시이율 상품은 어떤 종류의 상품인가요?
8436	예정이율 상품은요 금리 확정형 맞나요?
8440	대출하고 돈은 언제든 갚아도 되나요?
8442	이자는 어떻게 되요?
8444	이자를 못 내면요?
8448	보험계약대출을 받고 싶어요 안내좀 해주세요
8450	고객창구에서 보험계약대출 신청방법 및 절차 안내해주세요
8452	인터넷에서 보험계약대출 신청방법 및 절차 안내해주세요
8454	전화(ARS)로 보험계약대출 신청방법 및 절차 안내해주세요
8456	모바일에서 보험계약대출 신청방법 및 절차는 어떻게 되나요?
8458	ATM에서 보험계약대출 신청방법 및 절차 안내해주세요
8462	대출심사 절차 없이 빨리 대출이 가능하다는 건가요?
8466	상담사랑 좀 더 얘기하고 싶어요
8468	대출원리금이 해약환급금 초과시 보험계약 해지 위험이 있나요?
8472	또 다른 위험은요?
8474	보험가입한 사람한테 많이 불리한가요?
8476	사람들이 많이 대출 상품을 이용했나요?
8482	우리나라 보험대출이 늘고 있나요?
8484	제일 많이 판매된 상품은요?
8486	과거 2013년 60%에 육박했던 보험계약대출채권 비중이 줄었다는 거네요?
8488	2017년 보험계약대출채권 판매가 많이 되었나요?
8490	생명보험사의 보험계약대출채권 비중은 연평균 얼마나 판매했나요?
8492	그렇다면 손해보험사의 보험계약대출채권 비중은연평균 얼마나 판매했나요?
8494	2017년 기준 가계대출채권 운용 측면에서 생명보험사는 보험계약대출 얼마나 판매했나요?
8496	생명보험사는 보험계약대출 비중이 높았네요?
8498	그럼 손해보험사는 보험계약대출 비중이 어느정도 였나요?
8502	2017년 기준 보험계약대출채권을 가장 많이 보유한 생명보험사는 어디인가요?
8504	채권을 얼마나 가지고 있다는 건가요?
8506	보험계약대출채권을 다음으로 많이 보유한 금융사는 어디인가요?
8508	대출서비스 이용할 떄 중도인출해도 이자를 납입해야 되나요?
8510	왜요?
8512	이건  보험계약대출과 다르다는 거네요?
8514	그래도 수수료를 지급해야 할 떄도 있나요?
8516	가입자에게 불리할 수도 있나요?
8520	좋은 대출 상품 추천좀 해주세요
8522	그럼 1년 이상은요?
8524	그런데 추가납입수수료율이 보험계약대출 가산금리보다 낮다면 무엇이 불리할까요?
8526	추가납입수수료율이 보험계약대출 가산금리보다 높다면 어떻게 되나요?
8528	보험은용어가 너무 어려운데 보험계약대출이 뭐예요?
8530	그럼 보험계약대출에서 보장한도는요?
8532	보험계약대출에서 이자부담은요?
8534	보험계약대출에서 상환의무는요?
8536	보험계약대출에서 수수료는요?
8538	중도인출도 설명해주세요
8540	중도인출에서 보장한도는요?
8542	중도인출에서 이자부담은요?.
8544	중도인출에서 상환의무는요?
8546	중도인출에서 수수료는요?
8548	중도인출이 보험계약대출보다 유리할까요?
8550	언제부터 중도인출이 보험계약대출보다 유리한가요?
8552	추가납입수수료가 2.0%라면 언제부터 중도인출이 보험계약대출보다 유리한가요?
8554	 보험계약대출채권어느 법규에 따라 적용하게 되나요?
8556	보험업법에 그 자산을 운용할 때 적용해야 하는 운용 규칙이 있나요?
8558	「보험업법」에 명시되어 있나요?
8560	안내해주세요
8562	두번째 사항은요?
8564	그럼 다른 보험계약대출 법적 규정은 있나요?
8572	순보험료는 무엇인가요?
8574	그럼 순보험료도 어떤 구성을 가지고 있나요?
8576	위험보험료는 무엇인가요?
8578	주계약은 뭘 말하나요?
8588	보험에서 적용이율은 무엇인가요?
8590	가산이율은 무엇인가요?
8594	가산이율에 반영하지 않는 건 무엇인가요?
8596	산정근거를 합리적으로 설명할 수 없는 비용은 반영할 수 없다는 것이군요.
8598	연체이자를 연체일의 언제를 기준으로 삼나요?
8602	1372소비자상담센터는 무엇인가요?
8604	1372소비자상담센터 연결은 어떻게 하나요?
8608	금리확정형  금리연동형 상품의 이자부담이 클 것으로 예상되나요?
8610	금리확정형 상품에 적용되는 보험계약대출 가산금리 부분을 더 보려면 어디를 찾아보면 좋을까요?
8612	자, 그렇다면 보험계약대출 서비스 단점인 ‘불합리한 지연이자 적용'은 상담내용이 고액 이자납입을 예기하는 건가요?
8614	잠깐 미납이자를 대출원금에 가산하여 이자를 적용하는 것은 월복리 아닌가요? 
8618	이자미납 경우에 연체이자율을 적용하지 않았나요?
8620	금전소비대차가 뭔가요?
8622	한번 더 설명해 주시겠어요?
8624	아, 그렇군요. 그럼 소비대차와 반대되는 의미 단어가 있나요?
8628	신용회복을 신청하려면 대출금 전액 상환해야 하나요?
8630	보험계약대출 이자 장기미납으로 보험계약 강제 해지도 되나요?
8632	아까 전에 신용회복 신청이유로 계약대출금 상계 처리된 경우를 예를 들어 설명해주세요.
8634	보험계약대출 가산금리의 경우 손해보험사는 어떤가요?
8638	그럼 금리확정, 금리연동의 보험계약대출 평균 가산금리 차이는 어때요?
8640	보험계약대출 금리에서 손해보험사 금리연동형 상품의 가산금리 표준편차는 0.23%, 금리확정형상품의 가산금리 표준편차는 0.16%로 생명보험사 금리확정형 상품의 표준편차 (0.41%) 보다 낮았음'은 무슨 의미일까요?
8642	보험료 미납으로 계약이 해지된 경우는 어떻게 상환을 해야 하나요?
8644	 보험료 상환할 방법이 전혀없나요?
8648	보험계약대출 좀 받고 싶은데 안내 좀 해주세요
8650	대출받으면 제 신용등급에 문제가 생길까요?
8652	왜 연관이 없어요?
8654	대출할 떄 신용등급은 확인하지 않나요?
8658	그럼 보험계약대출을 받으려면 뭐가 필요하죠?
8660	직접 방문해서 신청 가능한가요? 
8662	보험계약대출을 받으면 사고나 상해때 피해 보상이 가능한가요?
8664	그런데 보험금을 지급받은 담보가 손해 보상 후 소멸되는 경우는 보험금이 어떻게 적용되나요?
8666	납입금을 미납하면 어떻게 되나요?
8668	보험계약대출금은 본인계좌로만 가능한가요?
8674	 제가 가입한 보험회사 가산금리를 확인하니2 %인데요?
8678	 이자는 어떻게 계산해요?
8680	자세히 이자계산법 안내 한번 더 해주세요
8684	만약 이자 납입을 못했으면요?
8686	홈페이지를 통해서도 즉시출금이 가능하나요?
8688	어제 대출금을 다 갚았는데 이자가 또 출금되었거든요. 처리해주세요
8690	대출이자가 언제 결정되는데요?
8692	이자가 두번 나가면 어떻게 처리해 주나요?
8696	그렇때 어떻게 이자를 내요?
8698	그 통장은 매월 같은 건가요? 아니면 신청하면 생기는 계좌인가요?
8700	대출금 납입 자동이체 계좌 변경 신청방법은요?
8704	일주일요? 그렇게 빨리 신청해야 되는 이유는요?
8706	 1년 이내 상환하면 중도상환수수료는요?
8708	아파트담보 대출을 하려고 해요. 상담좀 해주세요
8712	모기지신용보증보험 장점은요?
8714	그럼 모기지신용보험은  대출이 얼마나 가능해요?
8716	LTV가 뭔가요?
8720	아까 대출한도를 적정 수준까지 상향 조정하는 방법은요?
8722	그최대한 빌릴 수 있는 금액의 비율이라고 생각할 수 있네요?
8724	주택담보대출비율의 예를 들어 설명해 주세요.
8730	상대방 위임장을 가지고 가도 되나요?
8732	준비해야 할 서류는 무엇인가요?
8736	고지서를 발급받으면 돈 내면 되나요?
8740	아파트 매매잔금 대출은 무엇인가요?
8742	안전한가요?
8744	아파트 담보대출 받아서 다른 대출을 상환하고 싶은데요 가능한가요?
8746	그럼 아파트 담보대출에서 연체이자율 상환 대출금리는 어떻게 되나요?
8748	제 신용등급 조회 좀 하고 싶어요
8750	개인신용정보조회동의서는 어디서 발급받나요?
8752	그럼 신용정보조회서는 대출 받을때만 사용하나요?
8754	신용정보조회서를 발급을 직접 받고 싶은데 어떻게 해야 하나요? 
8756	아 은행에서 발급받는게 아닌가요?
8758	그럼 은행연합회는 어디 있나요?
8766	신용정보상담은 어디서 할 수 있나요?
8768	제가 대출을 다 갚아도 연체정보는 그대로 남아있나요?
8770	갚았으면 됐지 왜 남겨둬요?
8772	그럼 연체일 보존의 기간 기준은 어떻게 되나요?
8780	실수로 연체정보등록이 되었다면 그것도 연체정보기록이 남는가요?
8788	연체정보를 좀 연기하는게 가능할까요?
8790	회사에서 자료를 늦게 주면 되는거 아닌가요?
8802	 연체정보 등록을 해제하는 방법은 무엇인가요?
8806	기간연장으로 대출금을 상환하는 방법은 없나요?
8808	제 증권계좌로도 보험료 자동이체 신청 가능해요?
8810	가능한 증권사 안내해주세요
8812	선납보험료가 뭐예요?
8816	그럼 배우자 통장은요?
8818	오늘 자동이체일인데 오늘 자동이체 해지하면 돈이 안 나가나요?
8820	자동이체 신청하면 다 할인받나요?
8822	좀 자세하게 상담원 안내 받고 싶은데요? 
8824	자동이체 처리 할때  준비서류가 있나요?
8828	보험대출을 전화로 신청하려고 하는데 그 보험사에 통장이 있어야 가능해요?
8830	계좌가 없으면 대출도 안되는 거예요?
8832	다른사람명의의 계좌로  대출금 지급을 원하는 경우는 불가능한가요?
8834	온라인으로 대출하려니 불안해요 유의사항이 있나요? 신용대출 신청시 유의사항은 무엇인가요?
8838	전화로 대출을 원리금 균등상환형으로 신청했는데, 이자만 빠져나갔는데요?
8840	원리금 균등상환형으로 약정하신 대출기간의 마지막 원리금 납입일자와 만기일이 불일치하여 자동이체가 불가능한 경우는 어떻게 되나요?
8844	매월원금균등분할상환은 무엇인가요?
8848	보험계약대출 받으려구요
8850	직장떔에 방문은 어려워요. 콜센터 번호 안내해 주세요
8852	보험계약대출은 본인 계좌로만 가능한가요?
8854	만약에 본인 통장거래가 사정상 안되면 가입이 아예 안되나요?
8860	잔액이 부족하면요?
8862	콜센터 번호 안내해조세요
8864	인터넷으로도 출금요청 가능하죠?
8868	대출보험금은 어제까지 갚아야 되요?
8870	갚는 기간은 제가 정할 수 있나요?
8872	해지환급금에서 상환도 이루어지나요?
8876	상환은 아무떄나 가능해요?
8878	상환하기 전에 보험 해지도 되나요?
8880	원금을 다 못갚으면요?
8882	제 해지 환급금이 어떻게 되나요?
8888	저희 집 아파트 담보 대출  가능할까요?
8890	대출에 필요한 서류는 뭐죠?
8892	추가적인 보험료 부담이 있나요?
8896	근저당 설정비를 고객이 부담해야 되는 경우도 있나요?
8900	신용대출 받을 수 있나요?
8902	현재 신용대출 중일때중인데 연장 되요?
8904	다 연장되나요?조건이 있나요?
8909	보험계약대출 받고싶은데 방법좀 알려주세요
8911	보험계약대출 필요서류 안내해주세요
8913	보험 가입하고 나면  언제부터 대출이 가능한가요?
8917	대출 갚는 방법도 알려주세요
8919	대출 갚을때 필요서류 안내해 주세요
8923	가족이 상환할 수없나요?
8928	제가 가지고 있는 암보험 환급받을 수 있나요?
8934	납입기간이 몇 년 남았어요?
8936	그럼 다 소멸되는 거예요?
8939	그럼 돈이 필요하면 대출이나 해지를 해야하네요
8943	그렇게 해서 얼마예요?
8948	휴면보험금 조회함 해주세요
8952	다른 방법은요?
8954	만기되면 내가 낸거 받을 수 있지요?
8956	조회 함 해봐야 알 수 있겠네요?
8958	보험이 실효됐을때는 어떻게 해요?
8964	다행이네요 전화로 신청 할 수 있습니까?
8967	사정이 급해서 보험계약 대출을 받고 싶어요
8969	어떤 걸로 알려드릴까요?
8972	필요한 서류는 ?
8974	홈페이지에서 하는 방법은요?
8976	바로 대출되나요?
8980	자동이체 말고는 어떤방법이 있을까요?
8982	대출승인되면 바로 제 계좌로 입금되나요?
8984	갚을때는 어떻게 한다고요?
8987	이상일땐요?
8991	가까운 지점 안내해주세요.
8994	연체된 보험료 바로 뺴가세요
9004	바로 뺴 가세요
9006	자동이체 어떻게 하면 되요?
9008	다른 방법도 있나요?
9010	가상계좌는 안전해요?
9012	가상계좌 알려주세요
9015	보험계약대출이 가능한 조건 좀 먼저 알려주세요
9017	보험계약대출 신청 대상의 기준은요?
9023	 대출 지급 계좌의 기준은요?
9028	보험 계약 대출을 받아도 해당 보험으로 보장은 되나요?
9030	인터넷으로도 대출신청 가능해요?
9032	모바일 앱으로도 대출이 가능 하다고요?
9035	신청할려면 어떤 서류가 필요하죠?
9037	텔레뱅킹 이체한것도 가능해요?
9039	인터넷 뱅킹 가입되어있어야해요?
9042	인터넷 뱅킹 문의좀 드릴께요
9048	다른 은행은 어디든 이체가능한가요?
9054	수수료 면제 방법은 없나요?
9058	그럼 저는 무슨 등급인지 확인될까요?
9060	그럼 수수료 혜택이 있나요?
9062	인터넷뱅킹 이체할때 1회 한도가 d있나요?
9068	보안카드는 한도가 다른가요?
9070	이체한도를 변경도 할 수 있나요?
9072	한도 올리고 싶은데요
9076	인터넷뱅킹으로하는 방법은요?
9078	전화로 한도변경은 안되나요?
9083	직장인대출 안내좀 받고 싶어요
9093	필요한 서류는요?
9097	얼마정도까지 대출되나요?
9099	심사 기간은 어느정도 걸릴까요?
9103	학자금 대출 가능한가요?
9105	간단한 절차 안내 먼저 부탁드려요
9107	공인인증서 은행 사용하던거 가능한가요?
9109	인터넷 뱅킹도 신청해야 겠네요
9111	그렇게만 하면 되나요?
9113	온라인금융교육이수가 필수항목인가요?
9115	부모님 동의가 있어야 하나요?
9117	동의하려면 어떤 서류가 필요합니까?
9124	이달 보험료를 미리 이체 좀 하고 싶은데요.
9141	바로 처리 되나요?
9147	보험료를 내고 싶은데, 제 통장에서 출금 해 주실래요?
9162	언제부터 적용되나요?
9164	전월 보험료는 납부되어 있나요?
9167	매월 내는 보험료 자동이체 신청하려고요. 신경 안쓰이게요
9180	이체날짜에 통장에 돈이 부족하면 어떻게요?
9182	자동이체 해지하는 방법도 뱅킹에서 하면 되요?
9184	이런건 전화신청은 안되요?
9187	지금 매월 내고 있는 보험료를 자동이체 하려고요
9204	콜센터에서는 안되요?
9207	은행 자동이체 신청해서 보험료 납부 가능해요?
9224	이건 지금 전화로 안되는거예요?
9227	자동이체로 보험료 내고 싶어요
9229	가입자분  인터넷 뱅킹 할 수 있으세요?
9244	번거롭네요 전화로는 취소 안되요?
9248	문의 좀 드리겠습니다. 이체한도를 좀 바꾸려고요
9254	방법도 자세히요?
9268	문의 좀 드리겠습니다. 이체한도를 좀 바꾸려고요
9274	방법도 자세히요?
9288	얼마전에 인터넷뱅킹에서 친구한테 이체를 했거든요. 그떄  이체했던 입금계좌번호를 알 수 있죠?
9290	알려주시겠어요?
9300	텔레뱅킹 이체한도가 적어서 증액하려고 하는데요 전화로 가능한가요?
9308	제가 대출받은걸 갚으려고 하는데 은행 안가는 방법이 있을까요?인터넷으로 대출상환 가능한가요?
9310	어디서요?
9320	근데요 날짜에 나가는 돈이 계속 다르던데요?
9332	그럼 예약이체 수수료는요?
9336	자동이체 수수료는요?
9340	아이디로 로그인해서는 이체는 불가능한가요?
9354	어디로 들어가서 해야하는지 자세히 안내좀 해주시겠어요?
9374	어디로 들어가서 해야하는지 자세히 안내좀 해주시겠어요?
9387	카드한도상향 가능한가요?
9388	보험료가 2달 연체되었다는연락이 왔어요?
9395	통장으로 돈을 입금해 놓으면 바로 완납해주시나요?
9404	입금 완료하고 따로 확인 전화를 드려야 하나요?
9406	가상계좌로 입금만 하면 연체보험금에 관련된건 끝인가요?
9408	보험계약 대출이 뭔가요?
9410	제꺼 보험에서도 대출이 가능한거예요?
9420	제 보험료가 벌써 7년재 납입인데..그것밖에 안되요?
9423	그럼 대출이자는 얼마예요?
9426	시중금리보다 많이 비싼거 아니예요?
9432	제가 0백만원 정도 급하게 한달정도만 필요한데 보험대출 가능해요?
9443	한건으로 0백만원이 안되는 거예요?
9448	이율은요?
9458	납부한 보험으로 대출 받았는데 다른사람도 알고 있더라구요
9463	제가 대출 받으면 설계사한테도 보험사에서 알려주나요?
9468	제가 조회하라고도 안했는데요?
9473	제꺼 설계사분이 못보게 할 수는 없나요?
9476	그럼 그분이 제 보험 볼때마다 저한테 문자알림같은걸 오게 할 수 있나요?
9478	제가 대출이 필요한데요
9498	보험대출되요?
9502	근데요 제가 대출 내면 이 보험 가입설계해 준 사람이 알게 되나요?
9511	친척분이 못보게 할 순 없어요?
9513	왜요? 제가 싫다는데
9516	그럼 제꺼 볼때 저한테 알려야 되는거 아닌가요?
9518	보험료가 두번 나갔어요
9526	근데 왜 이중결제가 됐어요?
9528	근데 제가 카드 납부 신청하면 통장에서 빠져 나가는건 중지가 되야 하잖아요?
9530	그럼 다음달부터는 어떻게 해야되요?
9534	신용카드에서 납부를 신청해도 그래야 하는거예요?
9538	카드 결제 됐는데 통장에서 또 보험료가 출금됐어요
9545	왜 두번 나갔어요? 제가 카드신청을 잘 못했나요?
9547	그럼요?
9550	카드 자동이체 신청하면 카드로만 나가는거 아니었나요?
9552	이제 변경할려면 어떻게 신청해야되요?
9554	번호 알려주시겠어요
9556	전화만 해서 바꿔달라고 하면 되겠네요
9558	실효보험이란게 뭐예요?
9575	그럼 어떻게요. 다시 보험 받을 수 있게는 못하나요?
9578	보험료 실효된걸로 문의드렸는데요 연체된 보험료 납부할려구요
9591	바로 납부하면 다시 보험이 부활되는 건가요?
9593	그럼 금액알려주세요
9596	그럼 합해서 얼마예요?
9598	연체되어진 보험료를 다른계좌로 납부해야할까봐요
9608	혹시 OO은행으로 변경 가능해요?
9610	지금 바로 변경해주실 수 있어요?
9613	보험료 연체된것도 OO은행통장에서 바로 출금되요?
9618	보험료가 이중 출금됐던데 왜 그런건가해서요
9632	신용카드사에 신청하면 자동으로 바뀌는게 아니었나봐요
9634	그럼 제가 또 따로 신청하는게 있었나요?
9636	그럼 두번 결재된건 어떻게 되는거예요?
9638	신용카드로 보험료 납부됐던데, 통장에서 또 빼간건 뭔가요?
9648	안그래도 저번달에 체크못하고 있다가 우연히 지금 알게 됐어요
9651	근데 왜 두번 나갔는지는 알수 없어요?
9654	그걸 안하면 또 두번씩 나간다는 말인가요?
9658	보험 약관대출 받고 싶어서요
9673	어떻게 신청해요?
9675	전화로 하는거예요?
9678	문자 받았는데 보험계약대출 서비스도 되나요?
9692	어떻게 신청하면 되는건가요?
9695	전화로 할려면 안내문자 전화로 전화하면 되요?
