,대화셋일련번호,content
512,A32451,그럼 그 부분은 제외하고 받나요?
513,A32451,네 5백만원이면 최대한도가 2500만원이 되십니다
514,A32451,그렇군요
515,A32451,조회하면 다 나오나요?
516,A32451,정확한 한도 조회가 가능하십니다
517,A32451,네 안내 감사합니다
518,A32451,상담 종료하겠습니다
519,A32452,햇살론 관련 문의 드릴려고 전화했어요
520,A32452,네 어떤 부분이 궁금하신가요?
521,A32452,직장인 햇살론을 받고 싶은데요
522,A32452,연봉이 어떻게 되시나요?
523,A32452,약 3000만원 정도 입니다
524,A32452,"신용등급까지 같이 포함해서 심사해야 정확하게 알 수 있지만, 일단 연소득으로는 가능하십니다"
525,A32452,최대한도가 얼마인가요?
526,A32452,정확하진 않지만 연봉기준 1500만원 정도 가능하십니다
527,A32452,최대얼마까지 기간이 가능해요?
528,A32452, 5년입니다.
529,A32452,금리가 높을까요?
530,A32452,금리는 올해기준 10.5% 내외입니다
531,A32452,우와 금리가 정말 높네요
532,A32452,금리를 낮추진 못해요?
533,A32452,신용도에 따라서 금리가 정해지기 떄문에 정해진 금리는 아닙니다
534,A32452,그럼 지금 조회 해줄 수 있나요?
535,A32452,고객님 연락처로 본내드린 개인정보동의 문자에 확인해 주시면 추가로 진행하겠습니다.
536,A32452,네 했습니다
537,A32452,감사합니다 심사후에 결과를 문자로 전송해드리겠습니다
538,A32452,네
539,A32453,소상공인 대출 받으려 하는데요?
540,A32453,네 소상공인 대출관련 무엇이 궁금하신가요?
541,A32453,한도가 얼마나 되나요?
542,A32453,5천만원 내외입니다
543,A32453,변동금리인가요?
544,A32453,변동과 고정금리 중에 선택하실 수 있습니다
545,A32453,법인이신가요 개인사업자 이신가요?
546,A32453,개인사업자입니다
547,A32453,상환기간은 얼마나 되나요?
548,A32453,신용보증서의 만기일 이내 입니다
549,A32453,연장도 가능한가요?
550,A32453,네 가능하십니다
551,A32453,연장 기간은 어떻게 되죠?
552,A32453,기간연장은 조건에 따라 상이하기 때문에 확정적으로 말씀드리기 어렵습니다
553,A32453,우대 금리도 받을 수 있나요?
554,A32453,네 가능하십니다
555,A32453,저희 은행과 기존 거래가 있으신가요?
556,A32453,네 있습니다
557,A32453,거래 기여도와 년수에 따라 우대금리 적용 받으실 수 있습니다
558,A32453,안내 감사합니다
559,A32454,담보대출로 문의드릴게 있는데요
560,A32454,외화예금도 담보대출 신청 할 수 있나요?
561,A32454,네 외화예금도 담보대출이 가능하십니다
562,A32454,영업점에 방문해야하나요?
563,A32454,인터넷이나 모바일로 신청 가능합니다
564,A32454,그럼 스마트뱅킹으로 신청 가능한가요?
565,A32454,네 당행 모바일뱅킹 앱 다운받으셔서 진행 가능합니다
566,A32454,만기에 일시상환 방식이 있던데요?
567,A32454,"네 일시상환방식 가능하시고, 거치상환방식도 가능합니다"
568,A32454,거치상환은 이자를 언제 내요?
569,A32454,매월 1회로 원금 대출하신 날짜에 납부하시면 됩니다
570,A32454,그렇군요
571,A32454,그럼 외화예금 담보대출 진행해드릴까요?
572,A32454,"몇가지 더 궁금한게 있는데, 자동이체신청 가능한가요?"
573,A32454,네 가입시 자동이체 신청 됩니다
574,A32454,연체하게 되면 어떻게 되나요?
575,A32454,다른 금융거래에서 불이익을 받으실 수 있습니다
576,A32454,알겠습니다 담보대출 진행 부탁드릴게요
577,A32454,고객님 연락처로 보내드린 개인정보동의 문자에 확인해 주시면 추가로 진행하겠습니다.
578,A32454,알겠습니다
579,A32455,대출 중도 상환하면 부과되는 수수료 건으로 문의드려요
580,A32455,지금 대출기간이 좀 남았는데 일시에 상환하고 싶거든요
581,A32455,네 일단 몇가지 확인 후에 안내드리도록 하겠습니다
582,A32455,대출 실행하신지 얼마나 되셨나요?
583,A32455,지금 1년 지났습니다
584,A32455,대출만기는 언제이신가요?
585,A32455,만기까지 9년 남았고요
586,A32455,1년 지나셨으면 수수료가 발생합니다
587,A32455,네 그건 아는데 얼마나 되는지가 궁금한데요?
588,A32455,대출금액에 따라 다른데 보통 1.5%정도 가산된다고 보시면 됩니다
589,A32455,그렇군요
590,A32455,그럼 한번에 상환하게되면 제 신용등급에 미치는 영향은요?
591,A32455,"중도상환수수료만 발생할 뿐이지, 빠르게 상환하시기 떄문에 오히려 신용등급 향상이 기대될 수 있는 부분입니다"
592,A32455,네 알겠습니다
593,A32455,그럼 수수료가 얼마나 부과되는지 확인 가능할까요?
594,A32455,개인정보확인 후 안내해 드릴 수 있는데 진행하시겠습니까?
595,A32455,네 해주세요
596,A32455,지금 보내드린 문자의 숫자를 저에게 말씀해주세요
597,A32455,oooo입니다
598,A32455,"네, 그럼 검토후 바로 안내해 드리겠습니다. 감사합니다."
599,A32456,대출연체 때문에 문의드리고 싶어서 전화했어요
600,A32456,자금상황이 안좋아서 당분간 이자 상환이 어려울 것 같은데 어떡하죠?
601,A32456,네 현재 연체 중이신 건가요?
602,A32456,맞아요
603,A32456,보유하신 대출 만기는 언제인가요?
604,A32456,4년 남았습니다
605,A32456,연체된지 얼마나 되셨어요?
606,A32456,지금 2달쨰입니다
607,A32456,일단 다른대출로 대환하는 방법도 있어요 고객님
608,A32456,또 대출을 받아란 소리에요?
609,A32456,추가대출을 받아라는 뜻은 아닙니다
610,A32456,그럼 뭐에요?
611,A32456,기존 대출의 기간을 늘려서 상환의 부담을 더는 방식입니다
612,A32456,기존 대출을 그걸로 바꾸는 건가요?
613,A32456,네 그렇습니다
614,A32456,그거는 만기가 몇 년이에요?
615,A32456,최장 20년 입니다
616,A32456,그 안에 다 갚기만 하면 되나요?
617,A32456,그렇습니다
618,A32456,네 알려주셔서 고맙습니다
619,A32457,대출 신청하고 기다리고 있는데 문의드릴려고요
620,A32457,대출승인이 아직까지 안나는지 결과를 왜 안알려 주시나요?
621,A32457,네 고객님 문의주신 부분 답변 드리기 위해서 몇가지 질문드리도록 하겠습니다
622,A32457,신청은 언제 하셨나요?
623,A32457,지금 1주일 넘었어요
624,A32457,혹시 대출 승인 안되었다는 안내를 받으셨나요?
625,A32457,아뇨 그런 연락 못받았어요
626,A32457,혹시 제 신용등급 문제 때문에 그런건 아닌가요?
627,A32457,고객님 성명과 생년월일을 알려주시면 심사진행이 어떻게 되는지 알아보겠습니다 
628,A32457,제 이름은 OOO이고 생년월일은 OOOOOO입니다
629,A32457,"고객님, 현재 조회해보니 서류불충분으로 되어 있습니다. 전화를 드렸는데 아마 못 받으신 것 같습니다."
630,A32457,전화가 없었다니까요?
631,A32457,그럼 제가 해야 할 것은 무엇인가요?
632,A32457,"고객님, 제가 담당자에게 전화드리도록 안내하겠습니다. "
633,A32457,전화를 못받을 수 있으니 문자로 주시겠어요?
634,A32457,제가 전화를 못 받으면 담당자에게 문자를 남겨달라고 해주세요.
635,A32457,네 알겠습니다
636,A32457,급해서요. 빨리 부탁드립니다.
637,A32457,"네, 오늘중에 연락드리라고 하겠습니다."
638,A32457,네 부탁드립니다.
639,A32458,제가 담보가 없는데 신용대출로 얼마나 받을 수 있는지 궁금해요
640,A32458,고객님의 조건을 확인하고 대출한도를 알려드리겠습니다.
641,A32458,어떤 조건이 들어가나요?
642,A32458,"고객님의 연소득과 부채, 신용 상황, 등에 따라 결정됩니다."
643,A32458,그럼 연봉이 높을수록 대출한도가 높게 잡히나요?
644,A32458,네 중요한 요인이라고 볼 수 있습니다
645,A32458,직전년도만 보나요?
646,A32458,네. 고객님의 직전년도의 상황에 따라 평균적인 수치로 심사하게 됩니다.
647,A32458,예상한도를 대략 알려주실 수 있나요?
648,A32458,가까운 영업점에 방문하여 상담 후 신청가능합니다.
649,A32458,대략 확인이라도 부탁드려요
650,A32458,성함과 직장명과 연봉에 대해 알려주시겠습니까?
651,A32458,"이름은 000, 회사는 000이고 연봉은 00만원입니다."
652,A32458,재직하신지 얼마나 되셨나요?
653,A32458,약 0년정도 되었습니다.
654,A32458,정확하진 않지만 일단 고객님의 대출 예상한도액은 000입니다. 
655,A32458,예상 금리도 알수 있을까요?
656,A32458,우대이율을 제외하고 0%정도로 예상됩니다.
657,A32458,해당내용은 대략적으로 조회한 내용이며 실제 영업점 방문 상담시에 내용은 변경될 수 있습니다.
658,A32458,감사합니다.
659,A32459,분양 아파트 중도금 대출하고 싶은데요?
660,A32459,안녕하세요. 분양 아파트 중도금 대출에 대해 안내드리겠습니다
661,A32459,대출이 얼마까지 가능할까요?
662,A32459,"지역에따라 다르고 아파트 시세에 따라 또 달라지기 떄문에, 대출액을 확정적으로 말씀드리긴 어렵습니다"
663,A32459,지방 외곽지쪽인데요
664,A32459,시세기준은 뭘 보고 아나요?
665,A32459,"네, OO은행부동산 시세와 한국감정원 감정가 중에서 높은 것으로 진행할 수 있습니다"
666,A32459,그렇군요
667,A32459,혹시 부동산 구매가격이 더 높으면 어떻게 되나요?
668,A32459,시세가 오르는 추세라서 제가 구입하는 가격이 더 높아요.
669,A32459,그런 경우엔 아파트 구입가를 기준으로 대출한도를 정할 수 있어요
670,A32459,그렇군요..
671,A32459,상담을 좀 더 받아보고 싶은데 어떻게 하면 될까요?
672,A32459,직접 방문해주시면 심도있게 상담 가능합니다
673,A32459,영업시간이 어떻게 되나요?
674,A32459,네 오전 9시부터 오후 5시까지 입니다
675,A32459,상담예약이 따로 필요한가요?
676,A32459,아뇨 그냥 오시면 됩니다
677,A32459,네 알겠습니다
678,A32459,감사합니다 상담 종료하겠습니다
679,A32460,코로나 19로 피해로 소상공인 대출 만기연장 해준다고 하던데 어떻게 신청하나요?
680,A32460,코로나로 매출이 줄었나요?
681,A32460,네 매출액이 절반가량 줄었습니다
682,A32460,연매출이 1억원 이하이신가요?
683,A32460,직전년도 매출은 1억이 넘었습니다
684,A32460,연매출 1억원 초과업체는 매출감소를 입증하는 자료를 제출하셔야 합니다
685,A32460,어떤 서류를 제출해야 하나요?
686,A32460,"POS자료, 매출액자료, 카드사자료, 전자세금계산서 등이 인정 받으실 수 있습니다"
687,A32460,신청해서 승인되면 만기연장이 언제기점으로 되나요?
688,A32460,상환방식에 상관없이 신청일을 기점으로 최소 6개월이상 만기연장이 됩니다
689,A32460,어떻게 신청하면 되나요?
690,A32460,"영업점에 내방하시거나, 팩스나 온라인으로 신청서 접수 가능합니다"
691,A32460,상환유예된 원리금은 어떻게 상환해야 하나요?
692,A32460,고객님 선택에 따라 일시 혹은 분할상환이 가능합니다
693,A32460,그렇군요
694,A32460,전화로 신청하려고 하는데 어떻게 하면 되나요?
695,A32460,대출연장 신청은 OOOO번으로 전화하시면 됩니다.
696,A32460,"네, 감사합니다."
697,A32460,추가 문의사항이 있으신가요?
698,A32460,없습니다 감사합니다
699,A32461,연금 담보로 대출 하려고 하는데요
700,A32461,안녕하세요. 고객님. 저희 은행 연금에 가입되어 있으신가요?
701,A32461,"네, 연금저축보험에 가입되어 있습니다."
702,A32461,납입 완료하셨나요?
703,A32461,네 10년 납입 완료 했습니다.
704,A32461,"네, 그러면 연금저축 담보대출이 가능합니다."
705,A32461,어떻게 하면 되나요?
706,A32461,당행 홈페이지나 모바일앱에 접속하셔서 절차대로 하시며 됩니다
707,A32461,모바일 앱으로 할 수 있다니 편하군요
708,A32461,대출한도는 어떻게 되나요?
709,A32461,당행 홈페이지에 접속하시게되면 연금저축 조회 버튼을 누르시고 하단에 대출가능한도를 조회하시면 됩니다.
710,A32461,알겠습니다
711,A32461,대출신청하면 얼마나 걸리나요?
712,A32461,영업일기준 3~5일정도 소요됩니다
713,A32461,입금은 언제 되나요?
714,A32461,심사 후에 적합한 기준 충족 하시면 바로 입금해드립니다
