	고객질문(요청)
2700	어떻게 확인하나요?
2702	그리고요?
2712	안녕하세요 무엇을 도와드릴까요?
2713	잔고확인 하고싶어서요
2715	저희 은행 어플이 설치되어 있으신가요?
2728	거래내역도 볼 수 있나요?
2732	장기미사용계좌가 조회좀요
2734	이 계좌는 사용못하나요?
2736	복원은 어떻게 하나요?
2738	본인이 가야 하나요?
2740	신분증은 필요하나요?
2745	간편 해지는 어떻게하나요?
2753	거래내역 확인방법에는 무엇이 있나요?
2755	어떻게 하나요?
2769	또 다른 문의사항 있으신가요?
2772	주소 변경해주세요
2777	기존 주소를 말해 주시겠어요?
2785	그럼 일일이 카드사에 전화안해도 되요?
2792	핸드폰으로 은행 입출금 내역 확인할 수 있나요?
2813	통장 잔고 확인 하려고요
2832	기업의 거래내역을 조회하고 싶어요, 어떻게 하면 되요?
2841	그러면 최근 3년껄 볼 수 있어요?
2844	뭐가 필요하나요?
2846	위임장의 양식은 따로 정해져 있나요?
2850	주거래 지점에 꼭 방문해야 하나요?
2852	제가 통장이 없는데 거래내역을 확인할 수 있나요?
2856	어느정도 조회할 수 있나요?
2858	언제 내역이 필요하신가요?
2861	만약 1년 이전 메뉴가 필요하면 어떻게 하나요?
2863	은행에 방문하면 바로 조회해서 출력해주나요?
2865	챙겨야할 서류가 있나요?
2867	배우자의 통장인데 제가 대신 가도 되요?
2869	도장이 아니라 서명했으면요?
2871	다른 방법이 없나요?
2873	통장의 잔액을 확인할 수 있는 증빙서류를 받고 싶어요
2875	발급은 어떻게 받나요?
2877	대리인이 가도 되요?
2879	제가 가야하나요?
2886	한번에 한계좌씩 되나요?
2890	그럼 지정일이 한달전인건 인터넷으로 가능하다는건가요?
2892	증명서에 압류된 내용도 있나요?
2896	어떻게 하나요?
2900	혹시 지금 등록 되나요?
2904	성함과 생년월일 말해주시겠어요?
2909	고객님의 카드번호가 OOOO-OOOO-OOOO-OOOO 맞으신가요?
2916	통장 잔고를 확인 하고 싶어서요
2930	전화만 하면 잔고확인가능해요?
2932	은행 어플로도 가능한가요?
2935	알림 문자가 안오네요
2955	예금잔액증명서를 발급하려구요 근데 뭐죠?
2957	발급 받으려면 어떻게 하나요?
2959	대리인이 가도 되나요?
2961	그래도 대리 방문 전혀 안되나요?
2966	대리인도 안될거같으면 어떻게 하나요?
2970	여러 개 신청이 되요?
2972	비대면 신청이 안되는 경우도 있나요?
2974	증명서에 인출제한이나 가압류된 내용도 들어가요?
2992	궁금하신 거 있으신가요?
2996	핸드폰으로 은행 입출금 내역 확인할 수 있는 방법이 있나요?
3016	수고가 많아요.입출금 거래내역 컴퓨터로 확인 할 수 있나요?
3027	네 클릭하면 되나요?
3036	거래내역을 출력해서 보관하고 싶어서요.
3056	수고하십니다. 1998년 거래내역을 혹시 조회할수 있을까요?
3060	온라인으로는 힘든가요?
3062	아니 OO은행은 10년전꺼도 되던데요?
3065	은행에 방문할때 필요한 건 따로 있나요?
3069	대리인도 신분증, 도장, 통장만 가지고 가면 되나요?
3072	간편한 방법 없을까요?
3076	지난주 금요일 이체한 거래내역에 대해 상세정보가 알고 싶어서요
3089	아 그런것도 있어요?
3091	아 그래요??? 정말 다행이네요.
3092	그럼 되돌려 받을수 있는건가요?
3096	제 마이너스통장 잔고가 어떻게 되는지 알 수 있을까요?
3100	혹시 마이너스 통장 한도를 늘릴수 있을까요?
3112	신분증이랑 통장만 가지고 가면 될까요?
3116	인증서 비밀번호 오류시 처리방법 문의할려구요
3118	비밀번호 오류 문자만 뜨는데 어찌된건가요
3122	5회이상 잘못 입력했는지 알수는 있나요
3124	이젠 어떻게 해야하나요?
3126	인터텟 접속해서 처리하는 과정이 어려운가요?
3128	혹시 은행 지점에 직접 방문하면 바로 해제 가능한가요?
3130	내방하실경우 필요한 서류를 안내해 드릴까요?
3132	새로운 비밀번호 설정은 전것과 같은 번호를 입력해도 되나요?
3136	장기 미사용계좌 처리 문의해도 될까요
3138	미사용 계좌가 있는지 우연하게 알게 됐는데 어떻게 처리해야 하나요
3142	이 계좌를 사용할수는 있나요?
3144	복원 할려면 어떻게 해야 되나요?
3148	신분증만 가지고 가면 될까요?
3150	지점을 방문하지 않고 복원하는 방법은 없나요?
3152	간편해지는 어디서 하나요?
3156	컴퓨터 접속시 보안프로그램 설치 메시지가 나오는데 어떻게 하나요?
3158	컴퓨터 사용시마다 화면에 표시되니 불편해서 무시해 버릴까요?
3160	어떤것이 필요한지 모르는데 방법이 있나요
3162	만약 설치메시지를 크릭하면 어찌해야하나요
3164	기존에 설치된 프로그램을 제거시는 어떻게 해야 하나요?
3166	인터넷에서 어느것을 삭제해야 하나요
3168	어떤것을 먼저 삭제해야하나요?
3170	그 다음은 요
3172	다 삭제했는데 다음은어떻게하나요?
3174	어렵네요, 무조건 삭제해서도 않되겠네요?
3176	카드사용 내역이 메일로 매달오는데 안보내면 않되나요?
3178	너무 낭비하는거 아닌가요?
3180	이메일로도 받아볼수 있지 않나요?
3184	이메일주소 알려주실래요?
3186	지금이라도 신청가능한가요?
3188	본인확인 메시지를 보냈습니다. 번호가 어떻게 되나요?
3192	네. 그럼 언제부터 받을 수 있나요?
3196	카드사용내역을 핸드폰으로 받을수 있는지 문의 하려는데요
3214	그럼 제 핸드폰으로 신청 부탁드려요.
3216	은행입출급 거래내역 핸드폰에서 확인되는지 문의하려구요
3234	어! 여기서 송금도 되네요?
3236	거래내역을 확인하고 싶은데, 어떤 방법이 있는지 문의해도 되나요?
3238	거래내역을 확인할수있는 방법 알려주실래요
3246	비대면으로 조회할 수 있는 방법은 없나요?
3248	은행방문시 필요한것이 있나요
3250	본인이 갔을 때만 확인이 되는건가요?
3254	기관 제출용을 뽑고 싶으신건가요?
3256	설계사 지원금신청하려는데 거래내역 출력이 되나요?
3266	은행에 가지않고 뽑을수 있는 방법이 있나요?
3270	기간 설정을 하면 화면밖에 안보이는데, 출력이 된다고요?
3272	제가 제출을 인터넷에서 바로 할껀데, 혹시 PDF로 저장하는 방법도 있나요?
3276	2년전 거래내역 조회 문의하려구요
3278	거래내역조회는 언제까지 소급이 가능하지요
3280	제가 꼭 찾아봐야 할 내용이 있는데, 방법이 없을까요?
3282	큰일이네요. 2년전 사용내역을 지금 당장 알아야 하는데요
3284	인터넷으로 조회는 않되나요?
3288	조회하시는 날이 있나요
3290	특정 날짜가 기억나지 않다면 1년치 내역을 뽑아보시는 건 어떠실까요?
3292	사용내역 중 단어로 찾을 수 있는 방법은 없을까요?
3294	그럼 고객쎈타로 연결해드릴까요
3296	인터넷뱅킹으로 거래내역 조회 가능할까요?
3302	개인고객인데 조회 가능한 기간이 따로 있나요?
3304	6개월 이전내역을 확인하고 싶으면요?
3306	이것도 과거 내역 확인 기간이 정해져 있어요? 
3310	대충 기간 얼마나 될까요?
3313	네 고객님 관공서 나 공공기간 제출용 맞으신가요?
3316	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
3318	시간이 얼마나 걸리나요?
3320	즉시 확인은 못하나요?
3322	스마트폰으로 알림으로 거래내역 전체를 볼 수는 없나요?
3324	서비스 가입했는데 실시간 말고는 확인 안되나요?
3330	콜센터 전화번호좀 알려주시겠어요?
3333	불편사항 건의도 콜센터로 하면 되나요?
3336	오늘 이체했는데 거래조회에 안나타나는데 문제 있는거 아니에요?
3338	얼마나 걸려요?
3340	즉시 확인 할 수 있는 방법도 있나요?
3342	스마트폰으로 바로 알림은 전체 거래내역 안뜨나요?
3344	실시간 말고는 전체 거래내역 확인은 못한다는 말 맞나요?
3348	여기서 가까운 영업점이 어디 있을까요?
3350	콜센터 전화번호 알 수 있나요?
3356	통장 정리를 너무 안했는데 은행 거래에 지장 있나요? 
3358	통장 미정리내역이 몇 년 이나 안해서 좀 심한데 그래도 괜찮나요? 
3360	건수 에도 상관 없나요? 300건 이라던가..
3362	통장 정리 하려면 은행 가야 하나요?
3368	너무 오래 안해서 통장 넘어가면  통장 새로 발급 받아야 하는 거 아니에요?
3373	통장 정리 해야지 CD기나 ATM기로 이체 가능한거 아니에요?
3376	스마트폰 앱으로 거래내역 전체를 볼 수 있나요?
3378	그럼 몇 개월 까지의 거래내역을 볼 수 있나요?
3382	전체계좌 거래내역 조회는 6개월 까지만 되는거에요?
3384	최대 몇 년 동안 볼 수 있는 건가요?
3386	스마트폰 앱 알림으로도 거래내역 못 보나요?
3388	모바일전용등급이란 뭔가요?
3392	신용카드 이용대금 청구내역은 언제 조회 가능해요?
3396	개인말고 기업통장 이용하고 있습니다 물어볼게 있는데요?
3400	기업통장 거래내역을 인터넷뱅킹으로 조회하는 방법을 알고 싶은데요?
3402	두가지요?
3404	또요?
3406	빠른조회서비스가 뭔가요? 그런 서비스도 있나요?
3408	오 그런 서비스가 있었군요 그럼 인증서로그인을 안해도 된다는 말이죠?
3410	근데 로그인 중에 없는 계좌번호가 라고 뜨는데요? 
3412	아 등록을 따로 또 해야 되는거군요?
3416	계좌조회를 위해 로그인 했는데요 계좌번호가 없다고해서 문의드립니다
3422	등록하면 대표나 직원 모두 상관없이 누구나 볼 수 있나요?
3424	그냥 대표나 담당자에게 맡기는게 좋겠군요?
3430	아 조회 할때마다요?
3436	예금 잔액증명서를 발급 받으려고 하는데요?
3438	본인말고 대리인이 가도 되나요?
3440	꼭 본인이어야 하나요?
3442	국문만 발행 가능 하나요?
3444	코로나 때문에 최대한 밖에 안나가는데요, 비대면으로 증명서 발급 및 출력 가능하나요?
3446	한번에 몇 개 계좌까지 신청 되나요?
3448	오늘 신청하면 오늘 받을 수 있나요?
3452	영문잔액증명서 발급 시 영문명이 미등록된 경우 받을 수 있나요?
3454	옛날 계좌라 개명신청을 했는데 다 바꿔야 하나요?
3456	예금 잔액증명서 어디서 발급 가능한가요?
3460	아 대리인도 가능하다고요?
3462	국문만 발행 돼요?
3464	코로나 때문에 영업점에도 가기 싫네요. 비대면으로 증명서 발급 및 출력 못해주나요?
3466	한번에 몇 개 계좌까지 돼요?
3472	영문잔액증명서 발급 시 영문명이 미등록 상태면 바로 받을 수 있어요?
3474	옛날 계좌라 개명 했는데 크게 상관 있을까요?
3476	잔고증명서 발급도 가능한가요?
3478	잔고증명서의 발행방법을 알려 주세요
3480	자세하게 알려 주시겠어요?
3482	인쇄해야되는거네요? 프린트기가 없는데 다른 방법 있을까요?
3484	우편발송이면 며칠 걸리겠네요?
3486	다른 빠른 방법은 없을까요?
3488	꼭 본인이 가야 하나요? 대리인 방문은 안되나요?
3490	구비서류 있나요?
3500	자세하게 어떻게 하는 거라구요? 자세하게 알려 주시겠습니까?
3502	인쇄요?프린트기가 없는데 다른 방법 있습니까?
3504	우편발송이면 며칠 있어야 되겠네요?
3516	잔고증명서 발급 가능한지 문의드려요
3518	잔고증명서는 어떻게 발급 받나요?
3520	네 인터넷이요? 자세하게 어떻게 하는 거죠?
3522	인쇄요?프린트기가 없는데요?
3524	우편발송이면 도착까지 좀 걸리겠네요?
3528	본인이 직접 가야 하는 거죠? 제가 시간이 안되서 대리인이 가면 안돼요?
3530	가지고 가야 할 거 있나요?
3540	나이가 80가까이라 그런거 할 줄 모릅니다.은행만 가다가 요즘에 집에서나 은행 안가도 볼 수 있다길래 전화 한 번 해본겁니다.
3544	무슨 은행 이용하세요?
3546	주변 길에 OO은행 ATM기계 보신적 없으신가요?
3548	사용해 보신 적 있으세요?
3550	그러시군요 고객님 휴대폰은 스마트폰 입니까?
3553	가르쳐 드릴까요? 한번 시도해 보시겠습니까?
3556	통장 잔액 얼마 있는지 보고 싶은데요?
